name,year_start,year_end,position,height,height(inches),weight,birth_date,college
Ron Rowan,1987,1987,G,5-Jun,77,200,23-Apr-62,St. John's University
Jim Rowinski,1989,1990,F,8-Jun,80,250,4-Jan-61,Purdue University
Derrick Rowland,1986,1986,G,5-Jun,77,195,21-Jun-59,State University of New York at Potsdam
Brian Rowsom,1988,1990,F,9-Jun,81,220,23-Oct-65,University of North Carolina at Wilmington
Brandon Roy,2007,2013,G,6-Jun,78,215,23-Jul-84,University of Washington
Donald Royal,1990,1998,F,8-Jun,80,210,22-May-66,University of Notre Dame
Clifford Rozier,1995,1998,C,11-Jun,83,245,31-Oct-72,University of Louisville
Terry Rozier,2016,2018,G,2-Jun,74,190,17-Mar-94,University of Louisville
Ricky Rubio,2012,2018,G,4-Jun,76,194,21-Oct-90,
Guy Rucker,2003,2003,F,11-Jun,83,265,27-Jul-77,University of Iowa
Delaney Rudd,1990,1993,G,2-Jun,74,180,8-Nov-62,Wake Forest University
Damjan Rudez,2015,2017,F,10-Jun,82,228,17-Jun-86,
Michael Ruffin,2000,2009,F,9-Jun,81,246,21-Jan-77,University of Tulsa
Trevor Ruffin,1995,1996,G,1-Jun,73,185,26-Sep-70,University of Hawaii
Jeff Ruland,1982,1993,C,10-Jun,82,240,16-Dec-58,Iona College
Stefano Rusconi,1996,1996,C,9-Jun,81,240,2-Oct-68,
Brandon Rush,2009,2017,G,6-Jun,78,220,7-Jul-85,University of Kansas
Kareem Rush,2003,2010,G,6-Jun,78,215,30-Oct-80,University of Missouri
Bryon Russell,1994,2006,F,7-Jun,79,225,31-Dec-70,"California State University, Long Beach"
D'Angelo Russell,2016,2018,G,5-Jun,77,195,23-Feb-96,Ohio State University
Walker Russell,1983,1988,G,5-Jun,77,195,26-Oct-60,Western Michigan University
Arvydas Sabonis,1996,2003,C,3-Jul,87,279,19-Dec-64,
Domantas Sabonis,2017,2018,F,11-Jun,83,240,3-May-96,Gonzaga University
Robert Sacre,2013,2016,C,Jul-00,84,270,6-Jun-89,Gonzaga University
John Salley,1987,2000,F,11-Jun,83,230,16-May-64,Georgia Institute of Technology
John Salmons,2003,2015,G,7-Jun,79,210,12-Dec-79,University of Miami
Kevin Salvadori,1997,1998,C,Jul-00,84,231,30-Dec-70,University of North Carolina
Soumaila Samake,2001,2003,C,Jul-00,84,230,18-Mar-78,
Cheikh Samb,2008,2009,C,1-Jul,85,245,22-Oct-84,
JaKarr Sampson,2015,2018,G,9-Jun,81,214,20-Mar-93,St. John's University
Jamal Sampson,2003,2007,F,11-Jun,83,235,15-May-83,University of California
Ralph Sampson,1984,1992,C,4-Jul,88,228,7-Jul-60,University of Virginia
Samardo Samuels,2011,2013,F,9-Jun,81,260,9-Jan-89,University of Louisville
Pepe Sanchez,2001,2003,G,4-Jun,76,195,8-May-77,Temple University
Jeff Sanders,1990,1993,F,8-Jun,80,225,14-Jan-66,Georgia Southern University
Larry Sanders,2011,2017,C,11-Jun,83,235,21-Nov-88,Virginia Commonwealth University
Melvin Sanders,2006,2006,G,5-Jun,77,210,3-Jan-81,Oklahoma State University
Mike Sanders,1983,1993,F,6-Jun,78,210,7-May-60,"University of California, Los Angeles"
Daniel Santiago,2001,2005,C,1-Jul,85,256,24-Jun-76,Saint Vincent College
Wayne Sappleton,1985,1985,F,9-Jun,81,215,17-Nov-60,Loyola University of Chicago
Dario Saric,2017,2018,F,10-Jun,82,223,8-Apr-94,
Jason Sasser,1997,1999,F,7-Jun,79,225,13-Jan-74,Texas Tech University
Jeryl Sasser,2002,2003,G,6-Jun,78,200,13-Feb-79,Southern Methodist University
Tomas Satoransky,2017,2018,G,7-Jun,79,210,30-Oct-91,
Kenny Satterfield,2002,2003,G,2-Jun,74,186,10-Apr-81,University of Cincinnati
Predrag Savovic,2003,2003,G,6-Jun,78,225,21-May-76,University of Hawaii
Brian Scalabrine,2002,2012,F,9-Jun,81,241,18-Mar-78,University of Southern California
Alex Scales,2006,2006,G,4-Jun,76,185,3-Jul-78,University of Oregon
DeWayne Scales,1981,1984,F,8-Jun,80,208,28-Dec-58,Louisiana State University
Danny Schayes,1982,1999,C,11-Jun,83,235,10-May-59,Syracuse University
Steve Scheffler,1991,1997,C,9-Jun,81,250,3-Sep-67,Purdue University
Tom Scheffler,1985,1985,C,11-Jun,83,240,27-Oct-54,Purdue University
Luke Schenscher,2006,2007,C,1-Jul,85,255,31-Dec-82,Georgia Institute of Technology
Dwayne Schintzius,1991,1999,C,1-Jul,85,260,14-Oct-68,University of Florida
Russ Schoene,1983,1989,F,10-Jun,82,210,16-Apr-60,University of Tennessee at Chattanooga
Detlef Schrempf,1986,2001,F,9-Jun,81,214,21-Jan-63,University of Washington
Dennis Schroder,2014,2018,G,1-Jun,73,172,15-Sep-93,
John Schweitz,1985,1987,G,6-Jun,78,210,19-Apr-60,University of Richmond
Luis Scola,2008,2017,F,9-Jun,81,240,30-Apr-80,
Brent Scott,1997,1997,F,10-Jun,82,250,15-Jun-71,Rice University
Byron Scott,1984,1997,G,3-Jun,75,195,28-Mar-61,Arizona State University
Dennis Scott,1991,2000,F,8-Jun,80,229,5-Sep-68,Georgia Institute of Technology
James Scott,1997,1997,F,6-Jun,78,180,6-Jun-72,St. John's University
Mike Scott,2013,2018,F,8-Jun,80,237,16-Jul-88,University of Virginia
Shawnelle Scott,1997,2002,C,10-Jun,82,250,16-Jun-72,St. John's University
Carey Scurry,1986,1988,F,7-Jun,79,188,4-Dec-62,Long Island University
Shea Seals,1998,1998,G,5-Jun,77,210,26-Aug-75,University of Tulsa
Malik Sealy,1993,2000,G,8-Jun,80,190,1-Feb-70,St. John's University
Thabo Sefolosha,2007,2018,G,7-Jun,79,220,2-May-84,
Rony Seikaly,1989,1999,C,11-Jun,83,230,10-May-65,Syracuse University
Josh Selby,2012,2013,G,2-Jun,74,183,27-Mar-91,University of Kansas
Wayne Selden,2017,2018,G,5-Jun,77,230,30-Sep-94,University of Kansas
Brad Sellers,1987,1993,C,Jul-00,84,210,17-Dec-62,Ohio State University
Mouhamed Sene,2007,2009,C,11-Jun,83,230,12-May-86,
Kevin Seraphin,2011,2017,F,9-Jun,81,285,7-Dec-89,
Ansu Sesay,2002,2005,F,9-Jun,81,225,29-Jul-76,University of Mississippi
Ramon Sessions,2008,2018,G,3-Jun,75,190,11-Apr-86,"University of Nevada, Reno"
Ha Seung-Jin,2005,2006,C,3-Jul,87,305,4-Aug-85,
Tom Sewell,1985,1985,G,5-Jun,77,185,11-Mar-62,Lamar University
Charles Shackleford,1989,1999,F,10-Jun,82,225,22-Apr-66,North Carolina State University
Mustafa Shakur,2011,2014,G,3-Jun,75,190,18-Aug-84,University of Arizona
God Shammgod,1998,1998,G,Jun-00,72,169,29-Apr-76,Providence College
Walter Sharpe,2009,2009,F,9-Jun,81,245,18-Jul-86,University of Alabama at Birmingham
John Shasky,1989,1991,C,11-Jun,83,235,31-Jul-64,University of Minnesota
Brian Shaw,1989,2003,G,6-Jun,78,190,22-Mar-66,"University of California, Santa Barbara"
Casey Shaw,1999,1999,C,11-Jun,83,260,20-Jul-75,University of Toledo
Craig Shelton,1981,1982,F,7-Jun,79,210,1-May-57,Georgetown University
Tornike Shengelia,2013,2014,F,9-Jun,81,217,5-Oct-91,
Jeffrey Sheppard,1999,1999,G,3-Jun,75,190,29-Sep-74,University of Kentucky
Ed Sherod,1983,1983,G,2-Jun,74,170,13-Sep-59,Virginia Commonwealth University
Paul Shirley,2003,2005,F,10-Jun,82,230,23-Dec-77,Iowa State University
Dexter Shouse,1990,1990,G,2-Jun,74,200,24-Mar-63,University of South Alabama
Iman Shumpert,2012,2018,G,5-Jun,77,220,26-Jun-90,Georgia Institute of Technology
Alexey Shved,2013,2015,G,6-Jun,78,190,16-Dec-88,
Pascal Siakam,2017,2018,F,9-Jun,81,230,4-Feb-94,New Mexico State University
Jerry Sichting,1981,1990,G,1-Jun,73,168,29-Nov-56,Purdue University
Xavier Silas,2012,2012,G,5-Jun,77,205,22-Jan-88,Northern Illinois University
Garret Siler,2011,2011,C,11-Jun,83,305,25-Oct-86,Augusta State University
Wayne Simien,2006,2007,F,9-Jun,81,255,9-Mar-83,University of Kansas
Ben Simmons,2018,2018,G,10-Jun,82,230,20-Jul-96,Louisiana State University
Bobby Simmons,2002,2012,G,7-Jun,79,210,2-Jun-80,DePaul University
Cedric Simmons,2007,2009,F,9-Jun,81,235,3-Jan-86,North Carolina State University
Jonathon Simmons,2016,2018,G,6-Jun,78,195,14-Sep-89,University of Houston
Kobi Simmons,2018,2018,G,5-Jun,77,166,4-Jul-97,University of Arizona
Lionel Simmons,1991,1997,F,7-Jun,79,210,14-Nov-68,La Salle University
Miles Simon,1999,1999,G,3-Jun,75,202,21-Nov-75,University of Arizona
Dickey Simpkins,1995,2002,F,9-Jun,81,248,6-Apr-72,Providence College
Alvin Sims,1999,1999,G,4-Jun,76,235,18-Oct-74,University of Louisville
Courtney Sims,2008,2009,C,10-Jun,82,245,21-Oct-83,University of Michigan
Henry Sims,2013,2016,C,10-Jun,82,248,27-Mar-90,Georgetown University
Kyle Singler,2013,2018,F,8-Jun,80,228,4-May-88,Duke University
Sean Singletary,2009,2009,G,Jun-00,72,185,6-Sep-85,University of Virginia
Chris Singleton,2012,2014,F,8-Jun,80,230,21-Nov-89,Florida State University
James Singleton,2006,2012,F,8-Jun,80,216,20-Jul-81,Murray State University
McKinley Singleton,1987,1987,G,5-Jun,77,175,29-Oct-61,University of Alabama at Birmingham
Charlie Sitton,1985,1985,F,8-Jun,80,210,3-Jul-62,Oregon State University
Peyton Siva,2014,2014,G,Jun-00,72,185,24-Oct-90,University of Louisville
Scott Skiles,1987,1996,G,1-Jun,73,180,5-Mar-64,Michigan State University
Brian Skinner,1999,2012,F,9-Jun,81,255,19-May-76,Baylor University
Reggie Slater,1995,2003,F,7-Jun,79,215,27-Aug-70,University of Wyoming
Jose Slaughter,1983,1983,G,5-Jun,77,205,9-Sep-60,University of Portland
Tamar Slay,2003,2005,G,8-Jun,80,215,2-Apr-80,Marshall University
Donald Sloan,2012,2016,G,3-Jun,75,205,15-Jan-88,Texas A&M University
Uros Slokar,2007,2007,F,10-Jun,82,238,14-May-83,
Tom Sluby,1985,1985,G,4-Jun,76,200,18-Feb-62,University of Notre Dame
Keith Smart,1989,1989,G,1-Jun,73,175,21-Sep-64,Indiana University
Marcus Smart,2015,2018,G,4-Jun,76,220,6-Mar-94,Oklahoma State University
Chris Smith,1993,1995,G,3-Jun,75,190,17-May-70,University of Connecticut
Clinton Smith,1987,1991,F,6-Jun,78,210,19-Jan-64,Cleveland State University
Craig Smith,2007,2012,F,7-Jun,79,250,10-Nov-83,Boston College
Dennis Smith,2018,2018,G,3-Jun,75,195,25-Nov-97,North Carolina State University
Derek Smith,1983,1991,G,6-Jun,78,205,1-Nov-61,University of Louisville
Donta Smith,2005,2006,G,7-Jun,79,215,27-Nov-83,Southeastern Illinois College
Doug Smith,1992,1996,F,10-Jun,82,220,17-Sep-69,University of Missouri
Greg Smith,2012,2016,C,10-Jun,82,250,8-Jan-91,"California State University, Fresno"
Ish Smith,2011,2018,G,Jun-00,72,175,5-Jul-88,Wake Forest University
J.R. Smith,2005,2018,G,6-Jun,78,225,9-Sep-85,
Jabari Smith,2001,2005,C,11-Jun,83,250,12-Feb-77,Louisiana State University
Jason Smith,2008,2018,F,Jul-00,84,245,2-Mar-86,Colorado State University
Jerry Smith,2012,2012,G,2-Jun,74,190,26-Sep-87,University of Louisville
Jim Smith,1982,1983,F,9-Jun,81,225,12-Apr-58,Ohio State University
Joe Smith,1996,2011,F,10-Jun,82,225,26-Jul-75,University of Maryland
Josh Smith,2005,2018,F,9-Jun,81,225,5-Dec-85,
Keith Smith,1987,1987,G,3-Jun,75,180,9-Mar-64,Loyola Marymount University
Kenny Smith,1988,1997,G,3-Jun,75,170,8-Mar-65,University of North Carolina
LaBradford Smith,1992,1994,G,3-Jun,75,200,3-Apr-69,University of Louisville
Larry Smith,1981,1993,F,8-Jun,80,215,18-Jan-58,Alcorn State University
Leon Smith,2002,2004,C,10-Jun,82,235,2-Nov-80,
Michael Smith,1990,1995,F,10-Jun,82,225,19-May-65,Brigham Young University
Mike Smith,2001,2001,F,8-Jun,80,195,15-Apr-76,University of Louisiana at Monroe
Nolan Smith,2012,2013,G,2-Jun,74,185,25-Jul-88,Duke University
Otis Smith,1987,1992,G,5-Jun,77,210,30-Jan-64,Jacksonville University
Reggie Smith,1993,1994,C,10-Jun,82,240,21-Aug-70,Texas Christian University
Russ Smith,2015,2016,G,Jun-00,72,165,19-Apr-91,University of Louisville
Steve Smith,1992,2005,G,7-Jun,79,200,31-Mar-69,Michigan State University
Steven Smith,2007,2007,F,8-Jun,80,235,12-Apr-83,La Salle University
Stevin Smith,1997,1997,G,2-Jun,74,208,24-Jan-72,Arizona State University
Theron Smith,2004,2005,F,8-Jun,80,225,3-Oct-80,Ball State University
Tony Smith,1991,2001,G,3-Jun,75,185,14-Jun-68,Marquette University
Rik Smits,1989,2000,C,4-Jul,88,250,23-Aug-66,Marist College
Mike Smrek,1986,1992,C,Jul-00,84,250,31-Aug-62,Canisius College
Tony Snell,2014,2018,G,7-Jun,79,200,10-Nov-91,University of New Mexico
Eric Snow,1996,2008,G,3-Jun,75,190,24-Apr-73,Michigan State University
Kirk Snyder,2005,2008,G,6-Jun,78,225,5-Jun-83,"University of Nevada, Reno"
Will Solomon,2002,2009,G,1-Jun,73,185,20-Jul-78,Clemson University
Darius Songaila,2004,2011,F,9-Jun,81,248,14-Feb-78,Wake Forest University
James Southerland,2014,2014,F,8-Jun,80,215,28-Apr-90,Syracuse University
Pape Sow,2005,2007,F,10-Jun,82,250,22-Nov-81,"California State University, Fullerton"
Jim Spanarkel,1980,1984,G,5-Jun,77,190,28-Jun-57,Duke University
Vassilis Spanoulis,2007,2007,G,4-Jun,76,195,7-Aug-82,
Rory Sparrow,1981,1992,G,2-Jun,74,175,12-Jun-58,Villanova University
Marreese Speights,2009,2018,C,10-Jun,82,255,4-Aug-87,University of Florida
Andre Spencer,1993,1994,F,6-Jun,78,210,20-Jul-64,Northern Arizona University
Elmore Spencer,1993,1997,C,Jul-00,84,270,6-Dec-69,"University of Nevada, Las Vegas"
Felton Spencer,1991,2002,C,Jul-00,84,265,15-Jan-68,University of Louisville
Tiago Splitter,2011,2017,F,11-Jun,83,245,1-Jan-85,
Latrell Sprewell,1993,2005,G,5-Jun,77,190,8-Sep-70,University of Alabama
Larry Spriggs,1982,1986,F,7-Jun,79,230,8-Sep-59,Howard University
Ryan Stack,1999,2000,F,11-Jun,83,215,24-Jul-75,University of South Carolina
Jerry Stackhouse,1996,2013,G,6-Jun,78,218,5-Nov-74,University of North Carolina
Terence Stansbury,1985,1987,G,5-Jun,77,170,27-Feb-61,Temple University
John Starks,1989,2002,G,3-Jun,75,180,10-Aug-65,Oklahoma State University
Nik Stauskas,2015,2018,G,6-Jun,78,205,7-Oct-93,University of Michigan
Matt Steigenga,1997,1997,F,7-Jun,79,225,27-Mar-70,Michigan State University
Vladimir Stepania,1999,2004,C,Jul-00,84,236,8-May-76,
D.J. Stephens,2014,2014,G,5-Jun,77,188,19-Dec-90,University of Memphis
Everette Stephens,1989,1991,G,2-Jun,74,175,21-Oct-66,Purdue University
Joe Stephens,1997,2000,F,7-Jun,79,210,28-Jan-73,University of Arkansas at Little Rock
Lance Stephenson,2011,2018,G,5-Jun,77,230,5-Sep-90,University of Cincinnati
Alex Stepheson,2016,2016,F,10-Jun,82,270,7-Aug-87,University of Southern California
Brook Steppe,1983,1989,G,5-Jun,77,195,7-Nov-59,Georgia Institute of Technology
Barry Stevens,1993,1993,G,5-Jun,77,195,17-Jan-63,Iowa State University
DeShawn Stevenson,2001,2013,G,5-Jun,77,210,3-Apr-81,
Kebu Stewart,1998,1998,F,8-Jun,80,239,19-Dec-73,"California State University, Bakersfield"
Larry Stewart,1992,1997,F,8-Jun,80,220,21-Sep-68,Coppin State University
Michael Stewart,1998,2005,C,10-Jun,82,230,25-Apr-75,University of California
Greg Stiemsma,2012,2015,C,11-Jun,83,260,26-Sep-85,University of Wisconsin
Steve Stipanovich,1984,1988,C,11-Jun,83,245,17-Nov-60,University of Missouri
Bryant Stith,1993,2002,G,5-Jun,77,208,10-Dec-70,University of Virginia
Alex Stivrins,1986,1993,F,8-Jun,80,220,29-Nov-62,University of Colorado
David Stockton,2015,2015,G,11-May,71,165,24-Jun-91,Gonzaga University
John Stockton,1985,2003,G,1-Jun,73,170,26-Mar-62,Gonzaga University
Peja Stojakovic,1999,2011,F,9-Jun,81,220,9-Jun-77,
Ed Stokes,1998,1998,C,Jul-00,84,264,3-Sep-71,University of Arizona
Greg Stokes,1986,1990,F,10-Jun,82,220,5-Aug-63,University of Iowa
Jarnell Stokes,2015,2017,F,9-Jun,81,263,7-Jan-94,University of Tennessee
Diamond Stone,2017,2017,C,11-Jun,83,255,10-Feb-97,University of Maryland
Julyan Stone,2012,2018,G,6-Jun,78,200,7-Dec-88,University of Texas at El Paso
Awvee Storey,2005,2008,G,6-Jun,78,222,18-Apr-77,Arizona State University
Damon Stoudamire,1996,2008,G,10-May,70,171,3-Sep-73,University of Arizona
Salim Stoudamire,2006,2008,G,1-Jun,73,179,11-Oct-82,University of Arizona
Amar'e Stoudemire,2003,2016,F,10-Jun,82,245,16-Nov-82,
D.J. Strawberry,2008,2008,G,5-Jun,77,201,15-Jun-85,University of Maryland
Erick Strickland,1997,2005,G,3-Jun,75,210,25-Nov-73,University of Nebraska
Mark Strickland,1995,2003,F,9-Jun,81,210,14-Jul-70,Temple University
Rod Strickland,1989,2005,G,3-Jun,75,175,11-Jul-66,DePaul University
John Stroeder,1988,1989,F,10-Jun,82,260,24-Jul-58,University of Montana
Derek Strong,1992,2001,F,8-Jun,80,220,9-Feb-68,Xavier University
Lamont Strothers,1992,1993,G,4-Jun,76,190,10-May-68,Christopher Newport University
John Stroud,1981,1981,F,7-Jun,79,215,29-Oct-57,University of Mississippi
Rodney Stuckey,2008,2017,G,5-Jun,77,210,21-Apr-86,Eastern Washington University
Jared Sullinger,2013,2017,F,9-Jun,81,260,4-Mar-92,Ohio State University
DaJuan Summers,2010,2013,F,8-Jun,80,230,24-Jan-88,Georgetown University
Barry Sumpter,1989,1989,F,11-Jun,83,215,11-Nov-65,Austin Peay State University
Bruno Sundov,1999,2005,C,2-Jul,86,220,10-Feb-80,
Jon Sundvold,1984,1992,G,2-Jun,74,170,2-Jul-61,University of Missouri
Bob Sura,1996,2005,G,5-Jun,77,200,25-Mar-73,Florida State University
Dane Suttle,1984,1985,G,3-Jun,75,190,9-Aug-61,Pepperdine University
Greg Sutton,1992,1996,G,2-Jun,74,170,3-Dec-67,Oral Roberts University
Caleb Swanigan,2018,2018,F,8-Jun,80,250,18-Apr-97,Purdue University
Mike Sweetney,2004,2007,F,8-Jun,80,275,25-Oct-82,Georgetown University
Robert Swift,2005,2009,C,Jul-00,84,245,3-Dec-85,
Stromile Swift,2001,2009,F,9-Jun,81,225,21-Nov-79,Louisiana State University
Aaron Swinson,1995,1995,F,5-Jun,77,230,9-Jan-71,Auburn University
Pape Sy,2011,2011,F,7-Jun,79,225,5-Apr-88,
Larry Sykes,1996,1996,F,9-Jun,81,255,11-Apr-73,Xavier University
Brett Szabo,1997,1997,C,11-Jun,83,230,1-Feb-68,Augustana College (SD)
Wally Szczerbiak,2000,2009,F,7-Jun,79,244,5-Mar-77,Miami University
Zan Tabak,1995,2001,C,Jul-00,84,245,15-Jun-70,
Yuta Tabuse,2005,2005,G,9-May,69,165,5-Oct-80,Brigham Young University Hawaii
Chris Taft,2006,2006,F,10-Jun,82,260,10-Mar-85,University of Pittsburgh
Dragan Tarlac,2001,2001,C,10-Jun,82,260,9-May-73,
Roy Tarpley,1987,1995,C,11-Jun,83,230,28-Nov-64,University of Michigan
Jayson Tatum,2018,2018,F,8-Jun,80,205,3-Mar-98,Duke University
Edy Tavares,2016,2017,C,3-Jul,87,260,22-Mar-92,
Anthony Taylor,1989,1989,G,4-Jun,76,175,30-Nov-65,University of Oregon
Donell Taylor,2006,2007,G,6-Jun,78,180,26-Jul-82,University of Alabama at Birmingham
Isaiah Taylor,2017,2018,G,3-Jun,75,170,11-Jul-94,University of Texas at Austin
Jay Taylor,1990,1990,G,3-Jun,75,190,3-Oct-67,Eastern Illinois University
Jeff Taylor,1983,1987,G,4-Jun,76,175,1-Jan-60,Texas Tech University
Jeffery Taylor,2013,2015,F,7-Jun,79,225,23-May-89,Vanderbilt University
Jermaine Taylor,2010,2011,G,4-Jun,76,210,8-Dec-86,University of Central Florida
Johnny Taylor,1998,2000,F,9-Jun,81,220,4-Jun-74,University of Tennessee at Chattanooga
Leonard Taylor,1990,1990,F,8-Jun,80,220,2-May-66,University of California
Maurice Taylor,1998,2007,F,9-Jun,81,260,30-Oct-76,University of Michigan
Mike Taylor,2009,2009,G,2-Jun,74,165,21-Jan-86,Iowa State University
Tyshawn Taylor,2013,2014,G,3-Jun,75,185,12-Apr-90,University of Kansas
Vince Taylor,1983,1983,G,5-Jun,77,180,11-Sep-60,Duke University
Terry Teagle,1983,1993,F,5-Jun,77,195,10-Apr-60,Baylor University
Jeff Teague,2010,2018,G,2-Jun,74,186,10-Jun-88,Wake Forest University
Marquis Teague,2013,2014,G,2-Jun,74,189,28-Feb-93,University of Kentucky
Mirza Teletovic,2013,2018,F,9-Jun,81,242,18-Sep-85,
Sebastian Telfair,2005,2015,G,Jun-00,72,165,9-Jun-85,
Garrett Temple,2010,2018,G,6-Jun,78,195,8-May-86,Louisiana State University
Milos Teodosic,2018,2018,G,5-Jun,77,196,19-Mar-87,
Carlos Terry,1981,1983,G,5-Jun,77,210,22-Jun-56,Winston-Salem State University
Jason Terry,2000,2018,G,2-Jun,74,185,15-Sep-77,University of Arizona
Hasheem Thabeet,2010,2014,C,3-Jul,87,263,16-Feb-87,University of Connecticut
Daniel Theis,2018,2018,C,9-Jun,81,215,4-Apr-92,
Peter Thibeaux,1985,1986,F,7-Jun,79,210,3-Oct-61,Saint Mary's College of California
David Thirdkill,1983,1987,F,7-Jun,79,195,12-Apr-60,Bradley University
Adonis Thomas,2014,2014,F,7-Jun,79,200,25-Mar-93,University of Memphis
Billy Thomas,2005,2008,G,4-Jun,76,208,23-Dec-75,University of Kansas
Carl Thomas,1992,1998,G,4-Jun,76,175,3-Oct-69,Eastern Michigan University
Charles Thomas,1992,1992,G,3-Jun,75,175,3-Oct-69,Eastern Michigan University
Etan Thomas,2002,2011,F,9-Jun,81,256,1-Apr-78,Syracuse University
Irving Thomas,1991,1991,F,8-Jun,80,225,2-Jan-66,Florida State University
Isaiah Thomas,2012,2017,G,9-May,69,185,7-Feb-89,University of Washington
Isiah Thomas,1982,1994,G,1-Jun,73,180,30-Apr-61,Indiana University
Jamel Thomas,2000,2001,F,6-Jun,78,215,25-Mar-73,Providence College
James Thomas,2005,2006,F,8-Jun,80,235,22-Nov-80,University of Texas at Austin
Jim Thomas,1984,1991,G,3-Jun,75,190,19-Oct-60,Indiana University
John Thomas,1998,2006,F,9-Jun,81,265,8-Sep-75,University of Minnesota
Kenny Thomas,2000,2010,F,7-Jun,79,261,25-Jul-77,University of New Mexico
Kurt Thomas,1996,2013,F,9-Jun,81,230,4-Oct-72,Texas Christian University
Lance Thomas,2012,2018,F,8-Jun,80,235,24-Apr-88,Duke University
Malcolm Thomas,2012,2015,F,9-Jun,81,225,8-Nov-88,San Diego State University
Tim Thomas,1998,2010,F,10-Jun,82,230,26-Feb-77,Villanova University
Tyrus Thomas,2007,2015,F,9-Jun,81,215,17-Aug-86,Louisiana State University
Trey Thompkins,2012,2012,F,10-Jun,82,245,20-May-90,University of Georgia
Bernard Thompson,1985,1989,F,6-Jun,78,210,30-Aug-62,"California State University, Fresno"
Billy Thompson,1987,1992,F,7-Jun,79,195,1-Dec-63,University of Louisville
Brooks Thompson,1995,1998,G,4-Jun,76,193,19-Jul-70,Oklahoma State University
Corny Thompson,1983,1983,F,8-Jun,80,225,5-Feb-60,University of Connecticut
Dijon Thompson,2006,2007,G,7-Jun,79,195,23-Feb-83,"University of California, Los Angeles"
Hollis Thompson,2014,2017,G,8-Jun,80,206,3-Apr-91,Georgetown University
Jason Thompson,2009,2016,F,11-Jun,83,250,21-Jul-86,Rider University
Kevin Thompson,1994,1994,C,11-Jun,83,260,7-Feb-71,North Carolina State University
Klay Thompson,2012,2018,G,7-Jun,79,215,8-Feb-90,Washington State University
LaSalle Thompson,1983,1997,C,10-Jun,82,245,23-Jun-61,University of Texas at Austin
Mychel Thompson,2012,2012,G,6-Jun,78,211,1-Jun-88,Pepperdine University
Paul Thompson,1984,1986,G,6-Jun,78,210,25-May-61,Tulane University
Stephen Thompson,1992,1992,G,4-Jun,76,185,2-Dec-68,Syracuse University
Tristan Thompson,2012,2018,F,9-Jun,81,238,13-Mar-91,University of Texas at Austin
Al Thornton,2008,2011,F,8-Jun,80,220,7-Dec-83,Florida State University
Bob Thornton,1986,1996,F,10-Jun,82,225,10-Jul-62,"University of California, Irvine"
Marcus Thornton,2010,2017,G,4-Jun,76,205,5-Jun-87,Louisiana State University
Sindarius Thornwell,2018,2018,G,5-Jun,77,212,15-Nov-94,University of South Carolina
Otis Thorpe,1985,2001,F,9-Jun,81,225,5-Aug-62,Providence College
Sedale Threatt,1984,1997,G,2-Jun,74,175,10-Sep-61,West Virginia University Institute of Technology
Darren Tillis,1983,1984,C,11-Jun,83,215,23-Feb-60,Cleveland State University
Jamaal Tinsley,2002,2014,G,3-Jun,75,195,28-Feb-78,Iowa State University
Wayman Tisdale,1986,1997,F,9-Jun,81,240,9-Jun-64,University of Oklahoma
Mike Tobey,2017,2017,C,Jul-00,84,260,10-Oct-94,University of Virginia
Ray Tolbert,1982,1989,F,9-Jun,81,225,10-Sep-58,Indiana University
Tom Tolbert,1989,1995,F,7-Jun,79,235,16-Oct-65,University of Arizona
Anthony Tolliver,2009,2018,F,8-Jun,80,240,1-Jun-85,Creighton University
Andrew Toney,1981,1988,G,3-Jun,75,178,23-Nov-57,University of Louisiana at Lafayette
Sedric Toney,1986,1994,G,2-Jun,74,178,13-Apr-62,University of Dayton
Andy Toolson,1991,1996,G,6-Jun,78,210,19-Jan-66,Brigham Young University
Bernard Toone,1980,1980,F,9-Jun,81,210,14-Jul-56,Marquette University
Oscar Torres,2002,2003,F,6-Jun,78,210,18-Dec-76,
Axel Toupane,2016,2017,G,7-Jun,79,197,23-Jul-92,
Keith Tower,1994,1997,C,11-Jun,83,250,15-May-70,University of Notre Dame
Linton Townes,1983,1985,F,7-Jun,79,190,30-Nov-59,James Madison University
Karl-Anthony Towns,2016,2018,C,Jul-00,84,244,15-Nov-95,University of Kentucky
Robert Traylor,1999,2005,F,8-Jun,80,284,1-Feb-77,University of Michigan
Gary Trent,1996,2004,F,8-Jun,80,250,22-Sep-74,Ohio University
Jeff Trepagnier,2002,2004,G,4-Jun,76,200,11-Jul-79,University of Southern California
Kelly Tripucka,1982,1991,F,6-Jun,78,220,16-Feb-59,University of Notre Dame
Cezary Trybanski,2003,2004,C,2-Jul,86,240,22-Sep-79,
Jake Tsakalidis,2001,2007,C,2-Jul,86,285,10-Jun-79,
Nikoloz Tskitishvili,2003,2006,F,Jul-00,84,225,14-Apr-83,
Alando Tucker,2008,2010,F,6-Jun,78,205,11-Feb-84,University of Wisconsin
Anthony Tucker,1995,1995,F,8-Jun,80,220,4-Apr-69,Wake Forest University
P.J. Tucker,2007,2018,F,6-Jun,78,245,5-May-85,University of Texas at Austin
Trent Tucker,1983,1993,G,5-Jun,77,193,20-Dec-59,University of Minnesota
Ronny Turiaf,2006,2015,F,10-Jun,82,249,13-Jan-83,Gonzaga University
