Player,height,weight,born
Brandon Armstrong,196,187,1980
Carlos Arroyo,188,201,1979
Mengke Bateer,211,289,1975
Shane Battier,203,218,1978
Charlie Bell,190,198,1979
Ruben Boumtje-Boumtje,213,256,1978
Michael Bradley,208,245,1979
Jamison Brewer,193,183,1980
Primoz Brezec,218,251,1979
Damone Brown,188,174,1923
Ernest Brown,213,243,1979
Kedrick Brown,201,220,1981
Kwame Brown,211,269,1982
Tierre Brown,188,187,1979
Tyson Chandler,216,238,1982
Speedy Claxton,180,165,1978
Jarron Collins,193,194,1973
Jason Collins,193,194,1973
Joe Crispin,183,183,1979
Eddy Curry,213,293,1982
Samuel Dalembert,211,254,1981
DeSagana Diop,213,300,1982
Predrag Drobnjak,211,269,1975
Maurice Evans,196,218,1978
Isaac Fontaine,193,209,1975
Alton Ford,185,190,1971
Joseph Forte,193,192,1981
Antonis Fotsis,208,218,1981
Tremaine Fowlkes,203,218,1976
Pau Gasol,213,249,1980
Eddie Griffin,208,218,1982
Tang Hamilton,203,218,1978
Trenton Hassell,196,198,1979
Kirk Haston,206,240,1979
Brendan Haywood,213,267,1979
Steven Hunter,213,218,1981
Mike James,188,187,1975
Richard Jefferson,201,231,1980
Joe Johnson,201,198,1947
Alvin Jones,211,265,1978
Andrei Kirilenko,206,218,1981
Terence Morris,206,220,1979
Troy Murphy,211,245,1980
Dean Oliver,180,179,1978
Tony Parker,188,183,1982
Vladimir Radmanovic,208,225,1980
Zach Randolph,206,258,1981
Zeljko Rebraca,213,256,1972
Jason Richardson,198,218,1981
Norm Richardson,196,190,1979
Jeryl Sasser,198,198,1979
Kenny Satterfield,188,185,1981
Brian Scalabrine,206,240,1978
Ansu Sesay,206,225,1976
Bobby Simmons,201,209,1980
Leon Smith,208,234,1980
Will Solomon,185,183,1978
Etan Thomas,206,256,1978
Jamaal Tinsley,190,194,1978
Oscar Torres,198,209,1976
Jeff Trepagnier,193,198,1979
Ratko Varda,216,258,1979
Gerald Wallace,201,214,1982
Earl Watson,185,194,1979
Rodney White,203,209,1959
Loren Woods,216,245,1978
Robert Archibald,211,249,1980
Maceo Baston,206,214,1975
Mike Batiste,203,225,1977
Lonny Baxter,203,258,1979
Carlos Boozer,206,258,1981
J.R. Bremer,206,258,1981
Devin Brown,185,159,1968
Pat Burke,211,249,1973
Caron Butler,201,227,1980
Rasual Butler,201,214,1979
Dan Dickau,183,190,1978
Juan Dixon,190,163,1978
Melvin Ely,208,258,1978
Reggie Evans,203,245,1980
Dan Gadzuric,211,238,1978
Manu Ginobili,198,203,1977
Gordan Giricek,198,209,1977
Drew Gooden,208,249,1981
Marcus Haislip,208,229,1980
Adam Harrington,196,198,1980
Junior Harrington,193,179,1980
Juaquin Hawkins,201,218,1973
Nene Hilario,211,249,1982
Nate Huffman,216,245,1975
Ryan Humphrey,203,234,1979
Casey Jacobsen,198,214,1981
Marko Jaric,201,196,1978
Chris Jefferies,203,225,1980
Jared Jeffries,211,229,1981
Fred Jones,193,209,1979
Sean Lampley,201,225,1979
Tito Maddox,193,190,1981
Roger Mason,196,198,1980
Yao Ming,229,309,1980
Ronald Murray,193,190,1979
Bostjan Nachbar,206,220,1980
Mehmet Okur,211,247,1979
Chris Owens,201,245,1979
Jannero Pargo,185,174,1979
Smush Parker,193,190,1981
Tayshaun Prince,206,212,1980
Igor Rakocevic,190,183,1978
Efthimi Rentzias,211,249,1976
Antoine Rigaudeau,201,209,1971
Guy Rucker,211,265,1977
Kareem Rush,198,214,1980
John Salmons,201,209,1979
Jamal Sampson,211,234,1983
Predrag Savovic,198,225,1976
Paul Shirley,208,229,1977
Tamar Slay,203,214,1980
Amar'e Stoudemire,208,245,1982
Cezary Trybanski,218,238,1979
Nikoloz Tskitishvili,213,225,1983
Dajuan Wagner,183,170,1922
Jiri Welsch,201,207,1980
Chris Wilcox,208,220,1982
Mike Wilks,178,183,1979
Frank Williams,193,190,1956
Jay Williams,206,238,1968
Qyntel Woods,203,220,1981
Vincent Yarbrough,201,209,1981
Carmelo Anthony,203,238,1984
Marcus Banks,188,198,1981
Leandro Barbosa,190,192,1982
Matt Barnes,203,209,1952
Jerome Beasley,208,236,1980
Troy Bell,185,179,1980
Steve Blake,190,172,1980
Keith Bogans,196,214,1980
Curtis Borchardt,213,238,1980
Chris Bosh,211,234,1984
Torraye Braggs,203,245,1976
Zarko Cabarkapa,211,234,1981
Matt Carroll,198,212,1980
Maurice Carter,196,209,1976
Brian Cook,206,234,1980
Omar Cook,185,190,1982
Marquis Daniels,198,198,1981
Josh Davis,188,170,1955
Boris Diaw,203,249,1982
Kaniel Dickens,203,214,1978
Ronald Dupree,201,207,1981
Ndudi Ebi,206,198,1984
Francisco Elson,213,234,1976
Desmond Ferguson,201,203,1977
T.J. Ford,201,203,1977
Richie Frahm,196,209,1977
Hiram Fuller,206,238,1981
Reece Gaines,198,203,1981
Alex Garcia,190,218,1980
Willie Green,193,198,1981
Ben Handlogten,208,238,1973
Travis Hansen,198,203,1978
Udonis Haslem,203,234,1980
Jarvis Hayes,201,218,1981
Kirk Hinrich,193,190,1981
Josh Howard,201,209,1980
Brandon Hunter,201,258,1980
LeBron James,203,249,1984
Britton Johnsen,208,209,1979
Linton Johnson,203,203,1980
Dahntay Jones,190,183,1976
James Jones,190,179,1949
Chris Kaman,213,265,1982
Jason Kapono,203,212,1981
Kyle Korver,201,212,1981
Maciej Lampe,211,273,1985
Raul Lopez,185,170,1980
Keith McLeod,188,187,1979
Darko Milicic,213,249,1985
Travis Outlaw,206,209,1984
Zaza Pachulia,211,269,1984
Sasha Pavlovic,211,269,1984
Desmond Penigar,201,245,1981
Kirk Penney,196,218,1980
Kendrick Perkins,208,269,1984
Mickael Pietrus,198,214,1982
Zoran Planinic,201,194,1982
Luke Ridnour,188,174,1981
Theron Smith,203,225,1980
Darius Songaila,206,247,1978
Mike Sweetney,203,273,1982
Ime Udoka,198,214,1977
Slavko Vranes,226,273,1983
Dwyane Wade,193,218,1982
Luke Walton,203,234,1980
David West,206,249,1980
Mo Williams,203,225,1971
Tony Allen,193,212,1982
Rafael Araujo,211,280,1980
Trevor Ariza,203,214,1985
Maurice Baker,185,174,1979
Andre Barrett,178,172,1982
Andris Biedrins,211,238,1986
Tony Bobbitt,193,190,1979
Matt Bonner,208,234,1980
Antonio Burks,185,198,1980
Jackie Butler,208,249,1985
Geno Carlisle,190,179,1976
Lionel Chalmers,183,179,1980
Josh Childress,203,209,1983
Nick Collison,208,254,1980
Erik Daniels,203,214,1982
Carlos Delfino,198,229,1982
Luol Deng,206,218,1985
Chris Duhon,185,183,1982
Corsley Edwards,206,273,1979
John Edwards,213,273,1981
Andre Emmett,196,229,1982
Luis Flores,188,198,1981
Matt Freije,208,238,1981
Ben Gordon,190,198,1983
Devin Harris,190,192,1983
David Harrison,213,280,1982
Dwight Howard,211,265,1985
Kris Humphries,206,234,1985
Andre Iguodala,198,214,1984
Didier Ilunga-Mbenga,198,214,1984
Royal Ivey,190,198,1981
Al Jefferson,208,289,1985
Horace Jenkins,185,179,1974
Mario Kasun,216,258,1980
Viktor Khryapa,206,209,1982
Brandin Knight,178,172,1975
Nenad Krstic,213,238,1983
Ibo Kutluay,198,198,1974
Shaun Livingston,201,192,1985
Kevin Martin,206,234,1977
Jameer Nelson,183,190,1982
Andres Nocioni,201,225,1979
Emeka Okafor,208,251,1982
Pavel Podkolzin,226,258,1985
Peter John,226,258,1985
Justin Reed,203,238,1982
Jared Reiner,211,254,1982
Bernard Robinson,198,209,1980
Quinton Ross,198,194,1981
Ha Seung-Jin,221,304,1985
Donta Smith,188,190,1920
J.R. Smith,188,190,1920
Josh Smith,213,234,1944
Kirk Snyder,198,225,1983
Pape Sow,208,249,1981
Awvee Storey,198,220,1977
Robert Swift,213,245,1985
Yuta Tabuse,175,163,1980
Sebastian Telfair,183,163,1985
Billy Thomas,193,207,1975
James Thomas,198,214,1973
Beno Udrih,190,203,1982
Anderson Varejao,208,271,1982
Jackson Vroman,208,218,1981
Sasha Vujacic,201,194,1984
Delonte West,193,179,1983
Damien Wilkins,208,218,1960
Dorell Wright,206,203,1985
Alex Acker,196,183,1983
Alan Anderson,198,218,1982
Martynas Andriuskevicius,218,238,1986
Earl Barron,213,249,1981
Eddie Basden,196,214,1983
Brandon Bass,203,249,1985
Esteban Batista,208,269,1983
Andray Blatche,211,234,1986
Andrew Bogut,213,258,1984
Kevin Burleson,190,203,1979
Andrew Bynum,213,284,1987
Will Bynum,183,183,1983
Jose Calderon,190,198,1981
Travis Diener,185,174,1982
Ike Diogu,203,249,1983
Monta Ellis,190,183,1985
Daniel Ewing,190,183,1983
Noel Felix,206,225,1981
Raymond Felton,185,203,1984
Gerald Fitch,190,187,1982
Sharrod Ford,201,209,1972
Channing Frye,211,254,1983
Deng Gai,206,249,1982
Francisco Garcia,201,194,1981
Ryan Gomes,201,249,1982
Joey Graham,201,225,1982
Stephen Graham,198,214,1982
Danny Granger,206,220,1983
Devin Green,201,209,1982
Gerald Green,201,203,1986
Orien Greene,193,207,1982
Anthony Grundy,190,179,1979
Chuck Hayes,198,238,1983
Luther Head,190,183,1982
Julius Hodge,201,209,1983
Randy Holcomb,206,225,1979
Jarrett Jack,190,198,1983
Sarunas Jasikevicius,193,194,1976
Amir Johnson,206,238,1987
Dwayne Jones,208,209,1952
Linas Kleiza,203,245,1985
Yaroslav Korolev,206,203,1987
David Lee,201,225,1942
Arvydas Macijauskas,193,214,1980
Rawle Marshall,206,190,1982
Jason Maxiell,201,258,1983
Sean May,206,265,1984
Rashad McCants,193,205,1984
Aaron Miles,185,174,1983
C.J. Miles,185,174,1983
Sergei Monia,203,218,1983
Boniface N'Dong,213,196,1977
Fabricio Oberto,208,245,1975
Andre Owens,193,198,1980
Chris Paul,183,174,1985
Johan Petro,213,247,1986
Josh Powell,206,225,1983
Ronnie Price,188,190,1983
Shavlik Randolph,208,238,1983
Anthony Roberson,196,183,1955
Lawrence Roberts,206,238,1982
Nate Robinson,175,179,1984
Melvin Sanders,196,209,1981
Alex Scales,193,183,1978
Luke Schenscher,216,254,1982
Wayne Simien,206,254,1983
James Singleton,203,214,1981
Salim Stoudamire,185,179,1982
Chris Taft,208,258,1985
Donell Taylor,198,179,1982
Dijon Thompson,201,194,1983
Ronny Turiaf,208,247,1983
Charlie Villanueva,211,231,1984
Von Wafer,196,209,1985
Matt Walsh,198,203,1982
Hakim Warrick,206,218,1982
Martell Webster,216,225,1952
Robert Whaley,208,258,1982
Deron Williams,190,198,1984
Lou Williams,206,198,1969
Marvin Williams,185,196,1982
Antoine Wright,201,209,1984
Bracey Wright,211,225,1962
Derrick Zimmerman,190,194,1981
Hassan Adams,193,218,1984
Maurice Ager,196,201,1984
LaMarcus Aldridge,211,258,1985
Lou Amundson,206,218,1982
Hilton Armstrong,211,234,1984
James Augustine,208,234,1984
Kelenna Azubuike,196,218,1983
Renaldo Balkman,203,207,1984
J.J. Barea,203,207,1984
Andrea Bargnani,213,245,1985
Will Blalock,183,203,1983
Josh Boone,208,236,1984
Cedric Bozeman,198,205,1983
Ronnie Brewer,193,179,1955
Andre Brown,206,245,1981
Shannon Brown,193,203,1985
Rodney Carney,201,203,1984
Mardy Collins,198,218,1984
Will Conroy,188,194,1982
Paul Davis,211,269,1984
Yakhouba Diawara,201,225,1982
Quincy Douby,190,174,1984
Jordan Farmar,188,179,1986
Desmon Farmer,196,218,1981
Randy Foye,193,212,1983
Jorge Garbajosa,206,245,1977
Rudy Gay,203,229,1986
Mickael Gelabale,201,214,1983
Daniel Gibson,188,190,1986
Andreas Glyniadakis,216,280,1981
Lynn Greer,188,174,1979
Mike Hall,203,229,1984
Walter Herrmann,206,225,1979
Robert Hite,188,183,1984
Ryan Hollins,213,238,1984
Mile Ilic,216,229,1984
Ersan Ilyasova,208,234,1987
Alexander Johnson,206,238,1983
Solomon Jones,208,229,1984
Tarence Kinsey,198,183,1984
James Lang,208,284,1983
Kyle Lowry,183,203,1986
Renaldo Major,201,198,1982
Damir Markota,208,225,1985
Chris McCray,196,192,1984
Ivan McFarlin,203,238,1982
Pops Mensah-Bonsu,206,238,1983
Paul Millsap,203,245,1985
Randolph Morris,208,265,1986
Adam Morrison,203,203,1984
David Noel,198,229,1984
Steve Novak,208,225,1983
Patrick O'Bryant,213,258,1986
Kevinn Pinkney,208,245,1983
Leon Powe,203,238,1984
Roger Powell,198,234,1983
Chris Quinn,188,183,1983
Allan Ray,188,190,1984
J.J. Redick,188,190,1984
Jeremy Richardson,198,183,1984
Sergio Rodriguez,190,174,1986
Rajon Rondo,185,185,1986
Brandon Roy,198,214,1984
Thabo Sefolosha,201,218,1984
Mouhamed Sene,201,218,1984
Cedric Simmons,206,234,1986
Uros Slokar,208,236,1983
Craig Smith,201,249,1983
Steven Smith,201,198,1969
Vassilis Spanoulis,193,194,1982
Tyrus Thomas,206,214,1986
P.J. Tucker,206,214,1986
Marcus Vinicius,206,214,1986
James White,206,289,1976
Justin Williams,208,225,1984
Marcus Williams,185,196,1982
Shawne Williams,185,201,1975
Shelden Williams,185,201,1975
Arron Afflalo,196,209,1985
Blake Ahearn,188,190,1984
Lance Allred,211,249,1981
Morris Almond,198,225,1985
Joel Anthony,206,245,1982
Marco Belinelli,196,209,1986
Corey Brewer,206,185,1986
Aaron Brooks,183,161,1985
Wilson Chandler,203,225,1987
Mike Conley,185,174,1987
Daequan Cook,190,183,1958
Javaris Crittenton,196,198,1987
Jermareo Davidson,208,229,1984
Glen Davis,206,289,1986
Guillermo Diaz,188,192,1985
Jared Dudley,201,225,1985
Kevin Durant,206,238,1988
Nick Fazekas,211,234,1985
Kyrylo Fesenko,216,287,1986
Thomas Gardner,196,225,1985
Marcin Gortat,211,238,1984
Aaron Gray,213,269,1984
Jeff Green,196,194,1941
Taurean Green,183,176,1986
Mike Harris,198,238,1983
Spencer Hawes,216,245,1988
Al Horford,208,245,1986
Yi Jianlian,213,238,1987
Coby Karl,196,214,1983
Carl Landry,206,247,1983
Keith Langford,193,214,1983
Stephane Lasme,203,214,1982
Acie Law,190,194,1985
Ian Mahinmi,211,249,1986
Dominic McGuire,206,218,1985
Josh McRoberts,208,238,1987
Jamario Moon,203,203,1980
Juan Carlos,203,203,1980
Demetris Nichols,203,214,1984
Joakim Noah,211,229,1985
Oleksiy Pecherov,213,231,1985
Kosta Perovic,218,238,1985
Kasib Powell,201,214,1981
Gabe Pruitt,193,170,1986
Chris Richard,206,269,1984
Cheikh Samb,216,245,1984
Luis Scola,206,238,1980
Ramon Sessions,190,190,1986
Courtney Sims,208,245,1983
Jason Smith,211,249,1977
D.J. Strawberry,211,249,1977
Rodney Stuckey,196,209,1986
Al Thornton,203,218,1983
Alando Tucker,203,190,1943
Darius Washington,188,194,1985
Darryl Watkins,211,258,1984
C.J. Watson,211,258,1984
Mario West,208,229,1960
Sean Williams,208,234,1986
Brandan Wright,211,225,1962
Julian Wright,203,225,1987
Nick Young,201,209,1985
Thaddeus Young,203,220,1988
Alexis Ajinca,218,247,1988
Joe Alexander,203,229,1986
Ryan Anderson,208,238,1988
Darrell Arthur,206,234,1988
D.J. Augustin,206,234,1988
Nicolas Batum,203,198,1988
Jerryd Bayless,190,198,1988
Michael Beasley,206,234,1989
Bobby Brown,193,203,1923
Mario Chalmers,188,190,1986
Joe Crawford,196,209,1986
Joey Dorsey,203,267,1983
Chris Douglas-Roberts,201,198,1987
Goran Dragic,190,190,1986
Rudy Fernandez,198,183,1985
Danilo Gallinari,208,225,1988
Marc Gasol,216,254,1985
J.R. Giddens,216,254,1985
Eric Gordon,193,214,1988
Donte Greene,211,225,1988
Hamed Haddadi,218,254,1985
Malik Hairston,198,218,1987
Roy Hibbert,218,269,1986
J.J. Hickson,218,269,1986
George Hill,190,187,1986
Steven Hill,213,247,1985
Othello Hunter,203,225,1986
Darnell Jackson,206,251,1985
Nathan Jawai,208,280,1986
Dontell Jefferson,196,194,1983
Trey Johnson,196,216,1984
DeAndre Jordan,211,265,1988
Kosta Koufos,213,265,1989
Rob Kurz,206,231,1985
Courtney Lee,196,198,1985
Brook Lopez,213,273,1988
Robin Lopez,213,254,1988
Kevin Love,208,249,1988
Cartier Martin,201,218,1984
O.J. Mayo,201,218,1984
Luc Mbah,201,218,1984
JaVale McGee,213,269,1988
Anthony Morrow,196,209,1985
DeMarcus Nelson,193,198,1985
Greg Oden,213,249,1988
Anthony Randolph,208,203,1989
Derrick Rose,190,190,1988
Brandon Rush,198,218,1985
Walter Sharpe,206,245,1986
Sean Singletary,183,183,1985
Marreese Speights,208,254,1987
Mike Taylor,188,163,1986
Jason Thompson,185,183,1946
Anthony Tolliver,203,238,1985
Roko Ukic,196,183,1984
Henry Walker,196,183,1984
Kyle Weaver,198,201,1986
Sonny Weems,198,203,1986
Russell Westbrook,190,198,1988
D.J. White,190,198,1988
Jawad Williams,206,238,1968
Sun Yue,206,203,1985
David Andersen,208,229,1943
Antonio Anderson,188,183,1945
Jeff Ayres,188,183,1945
Rodrigue Beaubois,183,170,1988
DeJuan Blair,201,269,1989
Jon Brockman,201,254,1987
Derrick Brown,185,159,1968
Chase Budinger,201,207,1988
DeMarre Carroll,203,214,1986
Omri Casspi,206,225,1988
Earl Clark,208,225,1988
Darren Collison,183,174,1987
Dante Cunningham,203,229,1987
JamesOn Curry,190,190,1986
Stephen Curry,190,190,1988
Austin Daye,211,218,1988
DeMar DeRozan,201,220,1989
Toney Douglas,188,194,1986
Wayne Ellington,193,198,1987
Tyreke Evans,198,218,1989
Jonny Flynn,183,183,1989
Sundiata Gaines,185,183,1986
Alonzo Gee,198,225,1987
Taj Gibson,206,225,1985
Trey Gilder,206,183,1985
Danny Green,206,220,1957
Taylor Griffin,201,236,1986
Tyler Hansbrough,206,249,1985
James Harden,196,218,1989
Jordan Hill,208,234,1987
Jrue Holiday,193,203,1990
Lester Hudson,190,190,1984
Chris Hunter,211,238,1984
Serge Ibaka,208,234,1989
Cedric Jackson,190,190,1986
Othyus Jeffers,196,198,1985
Brandon Jennings,185,170,1989
Jonas Jerebko,208,229,1987
James Johnson,206,249,1987
Oliver Lafayette,188,190,1984
Marcus Landry,201,229,1985
Ty Lawson,180,194,1987
Wesley Matthews,185,170,1959
Eric Maynor,190,174,1987
Jodie Meeks,193,209,1987
Patty Mills,203,245,1985
Byron Mullens,213,273,1989
A.J. Price,213,273,1989
DaJuan Summers,203,229,1988
Jermaine Taylor,193,174,1960
Jeff Teague,188,185,1988
Garrett Temple,198,194,1986
Hasheem Thabeet,221,262,1987
Marcus Thornton,193,203,1987
Terrence Williams,198,218,1987
Sam Young,198,218,1985
Jeff Adrien,201,245,1986
Solomon Alabi,216,249,1988
Cole Aldrich,211,249,1988
Al-Farouq Aminu,206,218,1990
James Anderson,198,212,1989
Omer Asik,213,254,1986
Luke Babbitt,206,225,1989
Eric Bledsoe,185,190,1989
Trevor Booker,203,227,1987
Craig Brackins,208,229,1987
Avery Bradley,188,179,1990
Derrick Caracter,206,273,1988
Sherron Collins,180,203,1987
Marcus Cousin,211,245,1986
DeMarcus Cousins,211,269,1990
Jordan Crawford,196,209,1986
Ed Davis,208,238,1989
Zabian Dowdell,190,190,1984
Devin Ebanks,206,214,1989
Semih Erden,213,238,1986
Jeremy Evans,206,198,1987
Christian Eyenga,196,209,1989
Derrick Favors,208,265,1991
Landry Fields,201,209,1988
Gary Forbes,201,218,1985
Paul George,206,218,1990
Blake Griffin,208,249,1989
Luke Harangody,203,245,1988
Manny Harris,196,183,1989
Gordon Hayward,203,225,1990
Lazar Hayward,198,225,1986
Xavier Henry,198,218,1991
Damion James,201,225,1987
Eugene Jeter,180,174,1983
Armon Johnson,196,236,1920
Chris Johnson,183,170,1949
Wesley Johnson,201,214,1987
Dominique Jones,203,218,1975
Gani Lawal,206,234,1988
Jeremy Lin,190,198,1988
Greg Monroe,211,265,1990
Timofey Mozgov,216,273,1986
Hamady N'Diaye,213,234,1987
Gary Neal,193,209,1984
Larry Owens,201,209,1983
Patrick Patterson,206,229,1989
Nikola Pekovic,211,306,1986
Dexter Pittman,211,306,1988
Quincy Pondexter,201,218,1988
Andy Rautins,193,190,1986
Samardo Samuels,206,258,1989
Larry Sanders,211,234,1988
Kevin Seraphin,206,284,1989
Mustafa Shakur,190,190,1984
Garret Siler,211,304,1986
Ish Smith,183,174,1988
Tiago Splitter,211,245,1985
Lance Stephenson,196,229,1990
Pape Sy,201,225,1988
Evan Turner,201,218,1988
Ekpe Udoh,208,238,1987
Ben Uzoh,190,203,1988
Greivis Vasquez,198,216,1987
John Wall,193,194,1990
Willie Warren,193,203,1989
Hassan Whiteside,213,265,1989
Lavoy Allen,206,258,1989
Gustavo Ayon,208,249,1985
Keith Benson,208,234,1954
Bismack Biyombo,206,254,1992
MarShon Brooks,196,198,1989
Alec Burks,198,214,1991
Jimmy Butler,201,218,1989
Derrick Byars,201,218,1984
Norris Cole,188,174,1988
Eric Dawson,206,249,1984
Justin Dentmon,180,183,1985
Jerome Dyson,190,179,1987
Kenneth Faried,203,227,1989
Jeff Foote,213,265,1987
Courtney Fortson,180,183,1988
Jimmer Fredette,188,194,1989
Mickell Gladness,211,218,1986
Andrew Goudelock,190,198,1988
Jordan Hamilton,178,159,1948
Justin Harper,208,225,1989
Josh Harrellson,208,273,1989
Terrel Harris,196,190,1987
Tobias Harris,190,190,1967
Cory Higgins,196,179,1989
Darington Hobson,201,209,1987
Tyler Honeycutt,203,187,1990
Dennis Horner,206,229,1988
Kyrie Irving,190,192,1992
Reggie Jackson,190,207,1990
Charles Jenkins,190,218,1989
Carldell Johnson,178,179,1983
Ivan Johnson,203,229,1984
JaJuan Johnson,206,249,1987
Jerome Jordan,213,251,1986
Cory Joseph,190,192,1991
Enes Kanter,211,245,1992
D.J. Kennedy,211,245,1992
Brandon Knight,178,172,1975
Malcolm Lee,196,198,1990
Kawhi Leonard,201,229,1991
Travis Leslie,193,203,1990
Jon Leuer,208,227,1989
DeAndre Liggins,198,207,1988
Shelvin Mack,190,203,1990
Vernon Macklin,208,225,1986
E'Twaun Moore,208,225,1986
Darius Morris,193,190,1991
Marcus Morris,188,194,1925
Markieff Morris,188,194,1925
Daniel Orton,208,254,1990
Jeremy Pargo,188,218,1986
Chandler Parsons,208,229,1988
Ryan Reid,203,231,1986
Ricky Rubio,193,192,1990
Josh Selby,188,183,1991
Iman Shumpert,196,218,1990
Xavier Silas,196,203,1988
Chris Singleton,203,229,1989
Donald Sloan,190,203,1988
Jerry Smith,188,190,1987
Nolan Smith,188,183,1988
Greg Stiemsma,211,258,1985
Julyan Stone,198,198,1988
Isaiah Thomas,185,179,1961
Lance Thomas,203,234,1988
Malcolm Thomas,206,225,1988
Trey Thompkins,206,236,1991
Klay Thompson,201,214,1990
Mychel Thompson,208,225,1955
Tristan Thompson,206,236,1991
Jeremy Tyler,208,258,1991
Edwin Ubiles,198,203,1986
Jan Vesely,211,238,1990
Nikola Vucevic,213,258,1990
Kemba Walker,203,209,1964
Derrick Williams,190,198,1984
Elliot Williams,196,190,1989
Jordan Williams,188,183,1951
Chris Wright,203,225,1988
Quincy Acy,201,238,1990
Josh Akognon,180,183,1986
Harrison Barnes,190,203,1945
Will Barton,198,174,1991
Aron Baynes,208,258,1986
Kent Bazemore,196,201,1989
Bradley Beal,196,205,1993
Patrick Beverley,185,183,1988
Victor Claver,206,223,1988
Chris Copeland,206,238,1984
Jae Crowder,198,234,1990
Jared Cunningham,193,194,1991
Anthony Davis,206,214,1968
Nando De,206,214,1968
Andre Drummond,211,278,1993
Kim English,198,198,1988
Festus Ezeli,211,254,1989
Evan Fournier,201,203,1992
Joel Freeland,208,249,1987
Diante Garrett,190,183,1947
Draymond Green,201,229,1990
Ben Hansbrough,190,203,1987
Maurice Harkless,206,214,1993
John Henson,211,227,1990
Justin Holiday,198,183,1989
Bernard James,208,238,1985
John Jenkins,193,214,1991
Orlando Johnson,196,218,1989
Darius Johnson-Odom,201,209,1970
DeQuan Jones,203,220,1990
Kevin Jones,203,249,1989
Perry Jones,211,234,1991
Terrence Jones,206,251,1992
Kris Joseph,201,209,1988
Michael Kidd-Gilchrist,201,231,1993
Viacheslav Kravtsov,213,258,1987
Doron Lamb,193,209,1991
Jeremy Lamb,196,183,1992
Meyers Leonard,216,245,1992
Damian Lillard,190,194,1990
Scott Machado,185,203,1990
Kendall Marshall,193,198,1991
Fab Melo,213,254,1990
Khris Middleton,203,234,1991
Darius Miller,203,234,1990
Quincy Miller,206,209,1992
Donatas Motiejunas,213,220,1990
Arnett Moultrie,211,247,1990
Kevin Murphy,196,183,1990
Andrew Nicholson,206,249,1989
Kyle O'Quinn,208,249,1990
Tim Ohlbrecht,211,254,1988
Miles Plumlee,211,247,1988
Pablo Prigioni,190,183,1977
Austin Rivers,193,198,1992
Brian Roberts,185,172,1985
Thomas Robinson,208,236,1991
Terrence Ross,201,205,1991
Robert Sacre,213,269,1989
Mike Scott,203,236,1988
Tornike Shengelia,206,216,1991
Alexey Shved,198,190,1988
Henry Sims,208,247,1990
Kyle Singler,203,227,1988
Jared Sullinger,206,258,1992
Jeffery Taylor,193,174,1960
Tyshawn Taylor,190,183,1990
Marquis Teague,188,187,1993
Mirza Teletovic,206,240,1985
Jonas Valanciunas,213,265,1992
Jarvis Varnado,206,229,1988
Dion Waiters,193,225,1991
Maalik Wayns,188,198,1991
Tony Wroten,198,203,1993
Luke Zeller,211,245,1987
Tyler Zeller,213,251,1990
Steven Adams,213,254,1993
Giannis Antetokounmpo,211,220,1994
Pero Antic,211,258,1982
Chris Babb,196,225,1990
Anthony Bennett,203,245,1993
Vander Blue,193,198,1992
Lorenzo Brown,196,187,1990
Reggie Bullock,201,203,1991
Trey Burke,185,190,1992
Dwight Buycks,190,190,1989
Nick Calathes,198,212,1989
Kentavious Caldwell-Pope,196,203,1993
Isaiah Canaan,183,201,1991
Michael Carter-Williams,198,190,1991
Dionte Christmas,196,203,1986
Ian Clark,190,174,1991
Robert Covington,206,214,1990
Allen Crabbe,198,209,1992
Seth Curry,188,183,1990
Troy Daniels,193,203,1991
Luigi Datome,203,214,1987
Brandon Davies,208,238,1991
Dewayne Dedmon,213,245,1989
Matthew Dellavedova,193,196,1990
Gorgui Dieng,211,240,1990
Shane Edwards,201,218,1987
Vitor Faverani,211,258,1988
Carrick Felix,198,201,1990
Jamaal Franklin,196,190,1991
Rudy Gobert,216,245,1992
Archie Goodwin,196,198,1994
Jorge Gutierrez,190,190,1988
Justin Hamilton,213,258,1990
Elias Harris,203,238,1989
Solomon Hill,201,225,1991
Scotty Hopson,201,203,1989
Robbie Hummel,203,214,1989
Sergey Karasev,201,207,1993
Ryan Kelly,211,229,1991
Ognjen Kuzmic,216,249,1990
Shane Larkin,180,174,1992
Ricky Ledo,201,194,1992
Alex Len,216,258,1993
Ray McCallum,190,190,1991
C.J. McCollum,190,190,1991
Ben McLemore,196,194,1993
Gal Mekel,190,190,1988
Tony Mitchell,201,203,1966
Shabazz Muhammad,198,223,1992
Erik Murphy,208,229,1990
Toure' Murry,196,194,1989
Mike Muscala,211,238,1991
Nemanja Nedovic,190,192,1991
James Nunnally,201,203,1990
Victor Oladipo,193,209,1992
Kelly Olynyk,213,236,1991
Arinze Onuaku,206,254,1987
Mason Plumlee,211,245,1990
Otto Porter,203,196,1993
Phil Pressey,180,174,1991
Miroslav Raduljica,213,249,1988
Andre Roberson,196,183,1955
Dennis Schroder,185,172,1993
Peyton Siva,183,183,1990
Tony Snell,201,198,1991
James Southerland,203,214,1990
D.J. Stephens,203,214,1990
Adonis Thomas,201,198,1993
Hollis Thompson,203,205,1991
Casper Ware,178,174,1990
Royce White,203,209,1959
Jeff Withey,213,229,1990
Nate Wolters,193,190,1991
Cody Zeller,213,238,1992
Jordan Adams,196,207,1994
